cod_interno,titulo,precio_base_archivo,precio_lista_firestore,precio_mayorista_old,precio_mayorista_new,precio_negocio_old,precio_negocio_new,precio_persona_natural_old,precio_persona_natural_new,precio_nuevos_old,precio_nuevos_new,es_excepcion_KQ,estado
"COMP37","Dilatacion Plastica Z 12 Mm X 3.05 Mt",3089,3089,4016,4016,4170,4170,4325,4325,4479,4479,NO,sin_cambio_base
"COMP36","Pliego De Lija Norton 80",834,834,1084,1084,1126,1126,1168,1168,1209,1209,NO,sin_cambio_base
"COMP34","Espatula Flexible Mango Madera 5""",3010,3010,3913,3913,4064,4064,4214,4214,4365,4365,NO,sin_cambio_base
"COMP33","Cinta De Enmascarar 1 X 40 Mt",2760,2760,3588,3588,3726,3726,3864,3864,4002,4002,NO,sin_cambio_base
"COMP32","Lamina De Drywal Knauf 4X8 1/2 Rf",33350,33350,43355,43355,45023,45023,46690,46690,48358,48358,NO,sin_cambio_base
"COMP31","Lamina De Fibrocemento 6Mm 1,22 X 2,44",35535,35535,46196,46196,47972,47972,49749,49749,51526,51526,NO,sin_cambio_base
"COMP3","Lamina De Drywall Knauf 4X8 1/2 Rh",33465,33465,43505,43505,45178,45178,46851,46851,48524,48524,NO,sin_cambio_base
"COMP20","Pernos Clavo1",77,77,100,100,104,104,108,108,112,112,NO,sin_cambio_base
"COMP2","Lamina De Drywal Knauf 4X8 5/8 Rf",37715,37715,49030,49030,50915,50915,52801,52801,54687,54687,NO,sin_cambio_base
"COMP19","Carga Amarilla Tiro A Tiro",208,208,270,270,281,281,291,291,302,302,NO,sin_cambio_base
"COMP18","Rollo Cinta Metalica Reforzada",18372,18372,23884,23884,24802,24802,25721,25721,26639,26639,NO,sin_cambio_base
"COMP17","Rollo Cinta Papel 75M",4822,4822,6269,6269,6510,6510,6751,6751,6992,6992,NO,sin_cambio_base
"COMP15","Vigueta X2.44M",2656,2656,3453,3453,3586,3586,3718,3718,3851,3851,NO,sin_cambio_base
"COMP14","Omega Con Borde X 2.44M",2944,2944,3827,3827,3974,3974,4122,4122,4269,4269,NO,sin_cambio_base
"COMP13","Rollo Cinta Malla Super Tape X 90M",6082,6082,7907,7907,8211,8211,8515,8515,8819,8819,NO,sin_cambio_base
"COMP12","1 Metro Frescasa Fiberglass 1/2 X 24''",5379,5379,6993,6993,7262,7262,7531,7531,7800,7800,NO,sin_cambio_base
"COMP11","Rodillo De Felpa Epoxico 9""",8000,8000,10400,10400,10800,10800,11200,11200,11600,11600,NO,sin_cambio_base
"COMP10","Rollo Cinta De Emascarar 3/4 X 40M",1555,1555,2022,2022,2099,2099,2177,2177,2255,2255,NO,sin_cambio_base
"COMP1","Lamina De Drywall Kanauf 4X8 1/2 St",18630,18630,24219,24219,25151,25151,26082,26082,27014,27014,NO,sin_cambio_base
"CL800","Concentrado 240 C.C. Violeta",3555.2,3555,4622,4622,4799,4800,4977,4977,5155,5155,NO,actualizado
"CL700","Concentrado 240 C.C. Naranja",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"CL600","Concentrado 240 C.C. Verde",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"CL400","Concentrado 240 C.C. Negro",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"CL200","Concentrado 240 C.C. Rojo",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"CL100","Concentrado 240 C.C. Azul",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"CL06","Concentrado 240 C.C. Ocre",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"CL01","Concentrado 240 C.C. Amarillo",2391.6,2392,3110,3109,3229,3229,3349,3348,3468,3468,NO,actualizado
"BZ","Barniz 1/8",6094,6094,7922,7922,8227,8227,8532,8532,8836,8836,NO,sin_cambio_base
"BX","Barniz 1/4",9825.2,9825,12773,12773,13264,13264,13755,13755,14246,14247,NO,actualizado
"BG","Barniz Galón",31674,31674,41176,41176,42760,42760,44344,44344,45927,45927,NO,sin_cambio_base
"BD","Barniz 1/16",3957.6,3958,5145,5145,5343,5343,5541,5541,5739,5739,NO,actualizado
"B9","Brocha Cerda Mona Pop 1 1/2""",2800,2800,3640,3640,3780,3780,3920,3920,4060,4060,NO,sin_cambio_base
"B8","Brocha Cerda Mona Pop 1''",2521,2521,3277,3277,3403,3403,3529,3529,3655,3655,NO,sin_cambio_base
"B7","Brocha Cerda Mona Pop 1/2""",3000,3000,3900,3900,4050,4050,4200,4200,4350,4350,NO,sin_cambio_base
"B6","Brocha Sintética 3''",7000,7000,9100,9100,9450,9450,9800,9800,10150,10150,NO,sin_cambio_base
"B5","Brocha Sintética 2 1/2''",6000,6000,7800,7800,8100,8100,8400,8400,8700,8700,NO,sin_cambio_base
"B4","Brocha Sintética 2''",5000,5000,6500,6500,6750,6750,7000,7000,7250,7250,NO,sin_cambio_base
"B3","Brocha Sintética 1 1/2''",3500,3500,4550,4550,4725,4725,4900,4900,5075,5075,NO,sin_cambio_base
"B2","Brocha Sintética 1''",3000,3000,3900,3900,4050,4050,4200,4200,4350,4350,NO,sin_cambio_base
"B14","Brocha Cerda Fina  La Propia 4""",11050,11050,14365,14365,14918,14918,15470,15470,16023,16023,NO,sin_cambio_base
"B13","Brocha Cerda Mona Pop 4''",8403,8403,10924,10924,11344,11344,11764,11764,12184,12184,NO,sin_cambio_base
"B12","Brocha Cerda Mona Pop 3''",5882,5882,7647,7647,7941,7941,8235,8235,8529,8529,NO,sin_cambio_base
"B11","Brocha Cerda Mona Pop 2 1/2''",3700,3700,4810,4810,4995,4995,5180,5180,5365,5365,NO,sin_cambio_base
"B10","Brocha Cerda Mona Pop 2''",4201,4201,5461,5461,5671,5671,5881,5881,6091,6091,NO,sin_cambio_base
"B1","Brocha Sintética 1/2''",2000,2000,2600,2600,2700,2700,2800,2800,2900,2900,NO,sin_cambio_base
"AZ600","Anticorrosivo 1/8 Verde",4928.4,4928,6406,6407,6653,6653,6899,6900,7146,7146,NO,actualizado
"AZ500","Anticorrosivo 1/8 Gris",4928.4,4928,6406,6407,6653,6653,6899,6900,7146,7146,NO,actualizado
"AZ400","Anticorrosivo 1/8 Negro",4928.4,4928,6406,6407,6653,6653,6899,6900,7146,7146,NO,actualizado
"AZ300","Anticorrosivo 1/8 Blanco",4928.4,4928,6406,6407,6653,6653,6899,6900,7146,7146,NO,actualizado
"AZ200","Anticorrosivo 1/8 Rojo",4928.4,4928,6406,6407,6653,6653,6899,6900,7146,7146,NO,actualizado
"AX600","Anticorrosivo 1/4 Verde",8148.4,8148,10592,10593,11000,11000,11407,11408,11815,11815,NO,actualizado
"AX500","Anticorrosivo 1/4 Gris",8148.4,8148,10592,10593,11000,11000,11407,11408,11815,11815,NO,actualizado
"AX400","Anticorrosivo 1/4 Negro",8148.4,8148,10592,10593,11000,11000,11407,11408,11815,11815,NO,actualizado
"AX300","Anticorrosivo 1/4 Blanco",8148.4,8148,10592,10593,11000,11000,11407,11408,11815,11815,NO,actualizado
"AX200","Anticorrosivo 1/4 Rojo",8148.4,8148,10592,10593,11000,11000,11407,11408,11815,11815,NO,actualizado
"AG907","Anticorrosivo Galón Caoba",23480,23480,30524,30524,31698,31698,32872,32872,34046,34046,NO,sin_cambio_base
"AG600","Anticorrosivo Galón Verde",23480,23480,30524,30524,31698,31698,32872,32872,34046,34046,NO,sin_cambio_base
"AG500","Anticorrosivo Galón Gris",23480,23480,30524,30524,31698,31698,32872,32872,34046,34046,NO,sin_cambio_base
"AG400","Anticorrosivo Galón Negro",23480,23480,30524,30524,31698,31698,32872,32872,34046,34046,NO,sin_cambio_base
"AG300","Anticorrosivo Galón Blanco",23480,23480,30524,30524,31698,31698,32872,32872,34046,34046,NO,sin_cambio_base
"AG200","Anticorrosivo Galón Rojo",23480,23480,30524,30524,31698,31698,32872,32872,34046,34046,NO,sin_cambio_base
"369","Envase 1/4 Original 2T",1071,1071,1392,1392,1446,1446,1499,1499,1553,1553,NO,sin_cambio_base
"321","Tapa 28 Mm Polly Guard Naranja",76.16,76,99,99,103,103,106,107,110,110,NO,actualizado
"-Ñ-N910","Tintilla Madera 200Cc Nogal",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N909","Tintilla Madera 200Cc Caramelo",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N908","Tintilla Madera 200Cc Wengue",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N907","Tintilla Madera 200Cc Caoba",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N400","Tintilla Madera 200Cc Negro",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N207","Tintilla Madera 200Cc Vinotinto",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N200","Tintilla Madera 200Cc Rojo",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N011","Tintilla Madera 200Cc Miel",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-N01","Tintilla Madera 200Cc Amarilla",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Ñ-H910","Tintilla Madera 1000Cc Nogal",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H909","Tintilla Madera 1000Cc Caramelo",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H908","Tintilla Madera 1000Cc Wengue",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H907","Tintilla Madera 1000Cc Caoba",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H400","Tintilla Madera 1000Cc Negro",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H207","Tintilla Madera 1000Cc Vinotinto",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H200","Tintilla Madera 1000Cc Rojo",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H011","Tintilla Madera 1000Cc Miel",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-H01","Tintilla Madera 1000Cc Amarilla",11538.4,11538,14999,15000,15576,15577,16153,16154,16730,16731,NO,actualizado
"-Ñ-G909","Tintilla Madera Galón Caramelo",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G908","Tintilla Madera Galón Wengue",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G907","Tintilla Madera Galón Caoba",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G400","Tintilla Madera Galón Negro",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G207","Tintilla Madera Galón Vinotinto",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G200","Tintilla Madera Galón Rojo",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G011","Tintilla Madera Galón Miel",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Ñ-G01","Tintilla Madera Galón Amarilla",40000,40000,52000,52000,54000,54000,56000,56000,58000,58000,NO,sin_cambio_base
"-Z-I","Disolvente Trafico 1/2 Botella",3076.8,3077,4000,4000,4154,4154,4308,4308,4462,4461,NO,actualizado
"-Z-G5","Disolvente Trafico 5 Galones",123076.8,123077,160000,160000,166154,166154,172308,172308,178462,178461,NO,actualizado
"-Z-G","Disolvente Trafico Galón",23076.8,23077,30000,30000,31154,31154,32308,32308,33462,33461,NO,actualizado
"-Z-F","Disolvente Trafico Kilo",6000,6000,7800,7800,8100,8100,8400,8400,8700,8700,NO,sin_cambio_base
"-Z-E","Disolvente Trafico  Botella",5538.4,5538,7199,7200,7476,7477,7753,7754,8030,8031,NO,actualizado
"-YX902","Laca Nitro Mezcla 1/4 Champaña",15000,15000,19500,19500,20250,20250,21000,21000,21750,21750,NO,sin_cambio_base
"-YX700","Laca Nitro Mezcla 1/4 Naranja",15600,15600,20280,20280,21060,21060,21840,21840,22620,22620,NO,sin_cambio_base
"-YX400","Laca Nitro 1/4 Negro",13335,13335,17336,17336,18002,18002,18669,18669,19336,19336,NO,sin_cambio_base
"-YX300","Laca Nitro 1/4 Blanco",30400,30400,39520,39520,41040,41040,42560,42560,44080,44080,NO,sin_cambio_base
"-YX200","Laca Nitro 1/4 Rojo",14200,14200,18460,18460,19170,19170,19880,19880,20590,20590,NO,sin_cambio_base
"-YG300","Laca Nitro Galón Blanco",4699.2,4699,6109,6109,6344,6344,6579,6579,6814,6814,NO,actualizado
"-YG100","Laca Nitro Mezcla Galón Azul",1166.8,1167,1517,1517,1575,1575,1634,1634,1692,1692,NO,actualizado
"-YG","Laca Catalizada Galón Brillante + Catalizador 200 C.C",24370,24370,31681,31681,32900,32900,34118,34118,35337,35337,NO,sin_cambio_base
"-X-X300","Vinilo Acrilico 1/4 Blanco",12185,12185,15841,15841,16450,16450,17059,17059,17668,17668,NO,sin_cambio_base
"-X-T300","Vinilo Aaa Acrilico  Exterior Tambor Blanco",42500,42500,55250,55250,57375,57375,59500,59500,61625,61625,NO,sin_cambio_base
"-X-J502","Vinilo Elastico Acrilico  1/2 Galón Gris Basalto",21450,21450,27885,27885,28958,28958,30030,30030,31103,31103,NO,sin_cambio_base
"-X-G705","Vinilo Aaa Acrilico Exterior Galón Curuba",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-G609","Vinilo Aaa Acrilico Exterior Galón Verde Seda",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-G400","Vinilo Aaa Acrilico Exterior Galón Negro",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-G300","Vinilo Aaa Acrilico Exterior Galón Blanco",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-G106","Vinilo Aaa Acrilico Exterior Galón Azul Cielo",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-G102","Vinilo Aaa Acrilico Exterior Galón Azul Pacifico",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-G01","Vinilo Aaa Acrilico Exterior Galón Amarillo",50400,50400,65520,65520,68040,68040,70560,70560,73080,73080,NO,sin_cambio_base
"-X-C700","Vinilo Aaa Acrilico Exterior Cuñete Naranja",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C613","Vinilo Aaa Acrilico Exterior Cuñete Ocre",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C502","Vinilo Aaa Acrilico Exterior Cuñete Gris Basalto",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C501","Vinilo Aaa Acrilico Exterior Cuñete Gris Nube",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C400","Vinilo Aaa Acrilico Exterior Cuñete Negro",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C301","Vinilo Aaa Acrilico Exterior Cuñete Blanco Almendra",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C300","Vinilo Aaa Acrilico Exterior Cuñete Blanco",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C106","Vinilo Aaa Acrilico Exterior Cuñete Azul Cielo",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C103","Vinilo Aaa Acrilico Exterior Cuñete Azul Nordico",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-C102","Vinilo Aaa Acrilico Exterior Cuñete Azul Pacifico",243180,243180,316134,316134,328293,328293,340452,340452,352611,352611,NO,sin_cambio_base
"-X-B400","Vinilo Aaa Acrilico Exterior 1/2 Cuñete Negro",124950,124950,162435,162435,168683,168683,174930,174930,181178,181178,NO,sin_cambio_base
"-X-B300","Vinilo Aaa Acrilico Exterior 1/2 Cuñete Blanco",124950,124950,162435,162435,168683,168683,174930,174930,181178,181178,NO,sin_cambio_base
"-WG43","Sellador Catalizado 40%",1,1,1,1,1,1,1,1,1,1,NO,sin_cambio_base
"-WG40","Sellador Nitro Galón 40%",35,35,46,46,47,47,49,49,51,51,NO,sin_cambio_base
"-WG30","Sellador Lijable 30%",26050,26050,33865,33865,35168,35168,36470,36470,37773,37773,NO,sin_cambio_base
"-V-G300","Anticorrosivo Alto Desempeño Galón Blanco",33846,33846,44000,44000,45692,45692,47384,47384,49077,49077,NO,sin_cambio_base
"-V-C300","Anticorrosivo Alto Desempeño Cuñete Blanco",187650,187650,243945,243945,253328,253328,262710,262710,272093,272093,NO,sin_cambio_base
"-U-V","Adhesivo Carpintero 250 Gr",2692.4,2692,3500,3500,3634,3635,3769,3769,3903,3904,NO,actualizado
"-U-U","Adhesivo Carpintero 500 Gr",5384.8,5385,7001,7000,7270,7269,7539,7539,7808,7808,NO,actualizado
"-U-G","Adhesivo Carpintero Galón",24615.2,24615,32000,32000,33230,33231,34461,34461,35692,35692,NO,actualizado
"-U-C","Adhesivo Carpintero Cuñete",116923.2,116923,152000,152000,157846,157846,163692,163692,169538,169539,NO,actualizado
"-R-G5","Hidrofugante Para Fachadas 5 Galones",253846,253846,330000,330000,342692,342692,355384,355384,368077,368077,NO,sin_cambio_base
"-R-G","Hidrofugante Para Fachadas Galón",53846,53846,70000,70000,72692,72692,75384,75384,78077,78077,NO,sin_cambio_base
"-R-C","Enargrietas Cuñete",109244,109244,142017,142017,147479,147479,152942,152942,158404,158404,NO,sin_cambio_base
"-Q-X400","Esmlate Base Agua 1/4 Negro",17174,17174,22326,22326,23185,23185,24044,24044,24902,24902,NO,sin_cambio_base
"-Q-X300","Esmalte Base Agua 1/4 Blanco",17174,17174,22326,22326,23185,23185,24044,24044,24902,24902,NO,sin_cambio_base
"-Q-G502","Esmalte Base Agua Galón Gris Basalto",50420,50420,65546,65546,68067,68067,70588,70588,73109,73109,NO,sin_cambio_base
"-Q-G500","Esmalte Base Agua Galón Gris",50420,50420,65546,65546,68067,68067,70588,70588,73109,73109,NO,sin_cambio_base
"-Q-G400","Esmlate Base Agua Galón Negro",50420,50420,65546,65546,68067,68067,70588,70588,73109,73109,NO,sin_cambio_base
"-Q-G300","Esmalte Base Agua Galón Blanco",50420,50420,65546,65546,68067,68067,70588,70588,73109,73109,NO,sin_cambio_base
"-Q-C500","Esmalte Base Agua Cuñete Gris",219780,219780,285714,285714,296703,296703,307692,307692,318681,318681,NO,sin_cambio_base
"-Q-C400","Esmalte Base Agua Cuñete Negro",219780,219780,285714,285714,296703,296703,307692,307692,318681,318681,NO,sin_cambio_base
"-Q-C300","Esmalte Base Agua Cuñete Blanco",219780,219780,285714,285714,296703,296703,307692,307692,318681,318681,NO,sin_cambio_base
"-Q-C06","Esmalte Base Agua Cuñete Ocre",219780,219780,285714,285714,296703,296703,307692,307692,318681,318681,NO,sin_cambio_base
"-P-X600","Pintura Epoxica Primer 1/4 Verde Incluye Catalizador",54218.79,54219,70485,70484,73196,73195,75907,75906,78618,78617,NO,actualizado
"-P-X100","Pintura Epoxica Primer 1/4 Azul Incluye Catalizador",54218.79,54219,70485,70484,73196,73195,75907,75906,78618,78617,NO,actualizado
"-P-X01","Pintura Epoxica Primer 1/4 Amarillo Incluye Catalizador",54218.79,54219,70485,70484,73196,73195,75907,75906,78618,78617,NO,actualizado
"-P-G600","Pintura Epoxica Primer Galón Verde",70769.2,70769,92000,92000,95538,95538,99077,99077,102615,102615,NO,actualizado
"-P-G501","Pintura Epoxica Primer Galón Gris Nube",70769.2,70769,92000,92000,95538,95538,99077,99077,102615,102615,NO,actualizado
"-P-G500","Pintura Epoxica Primer Galón Gris",70769.2,70769,92000,92000,95538,95538,99077,99077,102615,102615,NO,actualizado
"-P-G400","Pintura Epoxica Primer Galón Negro",76923.2,76923,100000,100000,103846,103846,107692,107692,111538,111539,NO,actualizado
"-P-G300","Pintura Epoxica Primer Galón Blanco",70769.2,70769,92000,92000,95538,95538,99077,99077,102615,102615,NO,actualizado
"-P-G201","Pintura Epoxica Primer Galón Rojo Colonial",70769.2,70769,92000,92000,95538,95538,99077,99077,102615,102615,NO,actualizado
"-P-G200","Pintura Epoxica Primer Galón Rojo",76923.2,76923,100000,100000,103846,103846,107692,107692,111538,111539,NO,actualizado
"-P-G100","Pintura Epoxica Primer Galón Azul",70769.2,70769,92000,92000,95538,95538,99077,99077,102615,102615,NO,actualizado
"-P-G06","Pintura Epoxica Primer Galón Ocre",76923.2,76923,100000,100000,103846,103846,107692,107692,111538,111539,NO,actualizado
"-P-G01","Pintura Epoxica Primer Galón Amarillo",76923.2,76923,100000,100000,103846,103846,107692,107692,111538,111539,NO,actualizado
"-P-C500","Pintura Epoxica Primer Cuñete Azul Claro",654242.6,654243,850516,850515,883228,883228,915940,915940,948652,948652,NO,actualizado
"-O-T300","Vinilo Tipo 2 Obra Tambor Blanco",1300000,1300000,1690000,1690000,1755000,1755000,1820000,1820000,1885000,1885000,NO,sin_cambio_base
"-O-G600","Pintura Epoxica Acabado Galón Verde",83846,83846,109000,109000,113192,113192,117384,117384,121577,121577,NO,sin_cambio_base
"-O-G500","Pintura Epoxica Acabado Galón Gris",83846,83846,109000,109000,113192,113192,117384,117384,121577,121577,NO,sin_cambio_base
"-O-G400","Pintura Epoxica Acabado Galón Negro",91538.4,91538,118999,119000,123576,123577,128153,128154,132730,132731,NO,actualizado
"-O-G300","Pintura Epoxica Acabado Galón Blanco",83846,83846,109000,109000,113192,113192,117384,117384,121577,121577,NO,sin_cambio_base
"-O-G201","Vinilo Tipo 2 Obra Galón Rojo Colonial",24750,24750,32175,32175,33413,33413,34650,34650,35888,35888,NO,sin_cambio_base
"-O-G200","Pintura Epoxica Acabado Galón Rojo",91538.4,91538,118999,119000,123576,123577,128153,128154,132730,132731,NO,actualizado
"-O-G100","Pintura Epoxica Acabado Galón Azul",83846,83846,109000,109000,113192,113192,117384,117384,121577,121577,NO,sin_cambio_base
"-O-G07","Vinilo Tipo 2 Obra Galón Trigo",24750,24750,32175,32175,33413,33413,34650,34650,35888,35888,NO,sin_cambio_base
"-O-G01","Pintura Epoxica Acabado Galón Amarillo",91538.4,91538,118999,119000,123576,123577,128153,128154,132730,132731,NO,actualizado
"-O-G","Vinilo Tipo 2 Obra Galón Blanco",24750,24750,32175,32175,33413,33413,34650,34650,35888,35888,NO,sin_cambio_base
"-O-C506","Vinilo Tipo 2 Obra Cuñete Gris Sevilla",108333,108333,140833,140833,146250,146250,151666,151666,157083,157083,NO,sin_cambio_base
"-O-C501","Vinilo Tipo 2 Obra Cuñete Gris Nube",108333,108333,140833,140833,146250,146250,151666,151666,157083,157083,NO,sin_cambio_base
"-O-C304","Vinilo Tipo 2 Obra Cuñete Crema",108333,108333,140833,140833,146250,146250,151666,151666,157083,157083,NO,sin_cambio_base
"-O-C301","Vinilo Tipo 2 Obra Cuñete Blanco Almendra",108333,108333,140833,140833,146250,146250,151666,151666,157083,157083,NO,sin_cambio_base
"-O-C300","Vinilo Tipo 2 Obra Cuñete Blanco",108333,108333,140833,140833,146250,146250,151666,151666,157083,157083,NO,sin_cambio_base
"-O-B304","Vinilo Tipo 2 Obra 1/2 Cuñete Crema",60833,60833,79083,79083,82125,82125,85166,85166,88208,88208,NO,sin_cambio_base
"-O-B300","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco",60833,60833,79083,79083,82125,82125,85166,85166,88208,88208,NO,sin_cambio_base
"-N-G","Disolvente Epoxico Galón",24615.2,24615,32000,32000,33230,33231,34461,34461,35692,35692,NO,actualizado
"-N-E","Disolvente Epoxico Botella",5384.8,5385,7001,7000,7270,7269,7539,7539,7808,7808,NO,actualizado
"-M-X","Masilla Enar Grietas Relleno 1/4",14005.2,14005,18207,18207,18907,18907,19607,19607,20307,20308,NO,actualizado
"-M-G","Masilla Enar Grietas Relleno Galón",42018.4,42018,54623,54624,56724,56725,58825,58826,60926,60927,NO,actualizado
"-M-C","Masilla Enar Grietas Relleno Cuñete",105040,105040,136552,136552,141804,141804,147056,147056,152308,152308,NO,sin_cambio_base
"-L-X","Masilla Enar Grietas Terminado 1/4",17182,17182,22337,22337,23196,23196,24055,24055,24914,24914,NO,sin_cambio_base
"-L-G","Masilla Enar Grietas Terminado Galón",51547.6,51548,67012,67012,69590,69589,72167,72167,74745,74744,NO,actualizado
"-L-C","Masilla Enar Grietas Terminado Cuñete",128863,128863,167522,167522,173965,173965,180408,180408,186851,186851,NO,sin_cambio_base
"-K-G","Disolvente Poliuretano Galón",24615.2,24615,32000,32000,33230,33231,34461,34461,35692,35692,NO,actualizado
"-K-E","Disolvente Poliuretano Botella",5846,5846,7600,7600,7892,7892,8184,8184,8477,8477,NO,sin_cambio_base
"-JBG","Barniz Poliuretano Galón (+ Catalizador)",142744,142744,185567,185567,192704,192704,199842,199842,206979,206979,NO,sin_cambio_base
"-JAG","Poliuretano Anti-Graffiti Barniz Galón (+ Catalizador)",142744,142744,185567,185567,192704,192704,199842,199842,206979,206979,NO,sin_cambio_base
"-J-G400","Poliuretano Galón Negro(+ Catalizador)",142744,142744,185567,185567,192704,192704,199842,199842,206979,206979,NO,sin_cambio_base
"-J-G300","Poliuretano Galón Blanco (+ Catalizador)",142744,142744,185567,185567,192704,192704,199842,199842,206979,206979,NO,sin_cambio_base
"-I-G","Impermeabilizante Anti-Grietas Enar Galón",25210,25210,32773,32773,34034,34034,35294,35294,36555,36555,NO,sin_cambio_base
"-H-T503","Esmalte Doble Proposito Tambor Gris 90-02",2608179.36,2608179,3390633,3390633,3521042,3521042,3651451,3651451,3781860,3781860,NO,actualizado
"-H-T300","Vinilo Tipo Iii Primer Tambor",830000,830000,1079000,1079000,1120500,1120500,1162000,1162000,1203500,1203500,NO,sin_cambio_base
"-H-G503","Esmalte Doble Proposito Galón Gris 90-02",47692.4,47692,62000,62000,64384,64385,66769,66769,69153,69154,NO,actualizado
"-H-G400","Esmalte Doble Proposito Galón Negro",47692.4,47692,62000,62000,64384,64385,66769,66769,69153,69154,NO,actualizado
"-H-G300","Esmalte Doble Proposito Galón  Blanco",47692.4,47692,62000,62000,64384,64385,66769,66769,69153,69154,NO,actualizado
"-H-C503","Esmalte Doble Proposito Cuñete Gris 90-02",215384.8,215385,280001,280000,290770,290769,301539,301539,312308,312308,NO,actualizado
"-H-C400","Esmalte Doble Proposito Cuñete Negro",215384.8,215385,280001,280000,290770,290769,301539,301539,312308,312308,NO,actualizado
"-H-C300","Esmalte Doble Proposito Cuñete Blanco",215384.8,215385,280001,280000,290770,290769,301539,301539,312308,312308,NO,actualizado
"-H-C01","Esmalte Doble Proposito Cuñete Amarillo",215384.8,215385,280001,280000,290770,290769,301539,301539,312308,312308,NO,actualizado
"-H-B300","Vinilo Tipo Iii Primer 1/2 Cuñete Blanco",40417,40417,52542,52542,54563,54563,56584,56584,58605,58605,NO,sin_cambio_base
